User Name,tweet_id,created_at,Tweet_text
OPP GTA Traffic,1151150949223845889,2019-07-16 11:25:48,"RT @OPP_HSD: Rollover:#QEW EB ramp Centennial Pkwy remains closed for clean up of the load of dish detergent. 
Driver was trapped in his tr…"
OPP GTA Traffic,1151145967128928256,2019-07-16 11:06:00,UPDATE:VEHICLE FIRE: #Hwy401 WB approaching Westney Rd #Ajax - Right lanes blocked #OPP on scene. ^ag https://t.co/fCSL0L8TxP
OPP GTA Traffic,1151144259518705664,2019-07-16 10:59:13,VEHICLE FIRE: #Hwy401 WB approaching Westney Rd #Ajax - Tractor trailer on the right shoulder #OPP and Fire Dept en… https://t.co/iazLr9R11T
Toronto,1150149058570465281,2019-07-13 17:04:38,17:04 EnvCanada ended warning #Thunderstorms #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1150123680091054080,2019-07-13 15:23:48,15:23 EnvCanada issued warning #Thunderstorms #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1150109222845255681,2019-07-13 14:26:21,14:16 EnvCanada issued statement #Weather #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1149432629294444546,2019-07-11 17:37:48,17:37 EnvCanada ended watch #Thunderstorms #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1149318579285831681,2019-07-11 10:04:37,10:04 EnvCanada issued watch #Thunderstorms #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1147672949442383872,2019-07-06 21:05:28,21:05 EnvCanada ended warning #Heat #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1147273830156705792,2019-07-05 18:39:31,18:37 EnvCanada ended statement #Weather #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1147190997396463616,2019-07-05 13:10:22,13:07 EnvCanada issued statement #Weather #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1147160538218192897,2019-07-05 11:09:20,11:04 EnvCanada ended statement #Weather #Toronto #ONStorm https://t.co/Y2BYbOeNET
Toronto,1147155366972743682,2019-07-05 10:48:47,10:48 EnvCanada issued warning #Heat #Toronto #ONStorm https://t.co/Y2BYbOeNET
OPP GTA Traffic,1151213345527259136,2019-07-16 15:33:44,COLLISION: #Hwy427 NB and Rexdale - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151205762741542913,2019-07-16 15:03:36,CLEARED:COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville ^ag
OPP GTA Traffic,1151205122996916225,2019-07-16 15:01:04,UPDATE:COLLISION: #Hwy401 WB  just after Islington Ave - Centre lanes remain blocked. ^ag https://t.co/4gynzAUW2g
OPP GTA Traffic,1151198382704267266,2019-07-16 14:34:17,COLLISION: #Hwy401 WB  just after Islington Ave - 3 vehicles blocking the centre lanes. ^ag https://t.co/SJdUunNQ3r
OPP GTA Traffic,1151196566620966918,2019-07-16 14:27:04,UPDATE: TRAFFIC HAZARD: #QEW Toronto bound off ramp to Nikola Tesla #HamOnt - Left lane remain blocked. ^ag
OPP GTA Traffic,1151194527480328192,2019-07-16 14:18:58,COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151173132784492544,2019-07-16 12:53:57,CLEARED:VEHICLE FIRE: #Hwy401 WB approaching Westney Rd #Ajax - All lanes are OPEN. ^ag
OPP GTA Traffic,1151153636543737856,2019-07-16 11:36:29,COLLISION: #Hwy401 EB Collectors just after Weston Rd  -2 vehicles blocking the right lane. ^ag
OPP GTA Traffic,1151150949223845889,2019-07-16 11:25:48,"RT @OPP_HSD: Rollover:#QEW EB ramp Centennial Pkwy remains closed for clean up of the load of dish detergent. 
Driver was trapped in his tr…"
OPP GTA Traffic,1151145967128928256,2019-07-16 11:06:00,UPDATE:VEHICLE FIRE: #Hwy401 WB approaching Westney Rd #Ajax - Right lanes blocked #OPP on scene. ^ag https://t.co/fCSL0L8TxP
OPP GTA Traffic,1151222290442530816,2019-07-16 16:09:17,COLLISION: #Hwy401 WB Express approaching #Hwy400 - 3 vehicles blocking the centre lane. ^ag
OPP GTA Traffic,1151213345527259136,2019-07-16 15:33:44,COLLISION: #Hwy427 NB and Rexdale - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151205762741542913,2019-07-16 15:03:36,CLEARED:COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville ^ag
OPP GTA Traffic,1151205122996916225,2019-07-16 15:01:04,UPDATE:COLLISION: #Hwy401 WB  just after Islington Ave - Centre lanes remain blocked. ^ag https://t.co/4gynzAUW2g
OPP GTA Traffic,1151198382704267266,2019-07-16 14:34:17,COLLISION: #Hwy401 WB  just after Islington Ave - 3 vehicles blocking the centre lanes. ^ag https://t.co/SJdUunNQ3r
OPP GTA Traffic,1151196566620966918,2019-07-16 14:27:04,UPDATE: TRAFFIC HAZARD: #QEW Toronto bound off ramp to Nikola Tesla #HamOnt - Left lane remain blocked. ^ag
OPP GTA Traffic,1151194527480328192,2019-07-16 14:18:58,COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151173132784492544,2019-07-16 12:53:57,CLEARED:VEHICLE FIRE: #Hwy401 WB approaching Westney Rd #Ajax - All lanes are OPEN. ^ag
OPP GTA Traffic,1151153636543737856,2019-07-16 11:36:29,COLLISION: #Hwy401 EB Collectors just after Weston Rd  -2 vehicles blocking the right lane. ^ag
OPP GTA Traffic,1151150949223845889,2019-07-16 11:25:48,"RT @OPP_HSD: Rollover:#QEW EB ramp Centennial Pkwy remains closed for clean up of the load of dish detergent. 
Driver was trapped in his tr…"
OPP GTA Traffic,1151222290442530816,2019-07-16 16:09:17,COLLISION: #Hwy401 WB Express approaching #Hwy400 - 3 vehicles blocking the centre lane. ^ag
OPP GTA Traffic,1151213345527259136,2019-07-16 15:33:44,COLLISION: #Hwy427 NB and Rexdale - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151205762741542913,2019-07-16 15:03:36,CLEARED:COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville ^ag
OPP GTA Traffic,1151205122996916225,2019-07-16 15:01:04,UPDATE:COLLISION: #Hwy401 WB  just after Islington Ave - Centre lanes remain blocked. ^ag https://t.co/4gynzAUW2g
OPP GTA Traffic,1151198382704267266,2019-07-16 14:34:17,COLLISION: #Hwy401 WB  just after Islington Ave - 3 vehicles blocking the centre lanes. ^ag https://t.co/SJdUunNQ3r
OPP GTA Traffic,1151196566620966918,2019-07-16 14:27:04,UPDATE: TRAFFIC HAZARD: #QEW Toronto bound off ramp to Nikola Tesla #HamOnt - Left lane remain blocked. ^ag
OPP GTA Traffic,1151194527480328192,2019-07-16 14:18:58,COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151173132784492544,2019-07-16 12:53:57,CLEARED:VEHICLE FIRE: #Hwy401 WB approaching Westney Rd #Ajax - All lanes are OPEN. ^ag
OPP GTA Traffic,1151153636543737856,2019-07-16 11:36:29,COLLISION: #Hwy401 EB Collectors just after Weston Rd  -2 vehicles blocking the right lane. ^ag
OPP GTA Traffic,1151150949223845889,2019-07-16 11:25:48,"RT @OPP_HSD: Rollover:#QEW EB ramp Centennial Pkwy remains closed for clean up of the load of dish detergent. 
Driver was trapped in his tr…"
OPP GTA Traffic,1151222290442530816,2019-07-16 16:09:17,COLLISION: #Hwy401 WB Express approaching #Hwy400 - 3 vehicles blocking the centre lane. ^ag
OPP GTA Traffic,1151213345527259136,2019-07-16 15:33:44,COLLISION: #Hwy427 NB and Rexdale - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151205762741542913,2019-07-16 15:03:36,CLEARED:COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville ^ag
OPP GTA Traffic,1151205122996916225,2019-07-16 15:01:04,UPDATE:COLLISION: #Hwy401 WB  just after Islington Ave - Centre lanes remain blocked. ^ag https://t.co/4gynzAUW2g
OPP GTA Traffic,1151198382704267266,2019-07-16 14:34:17,COLLISION: #Hwy401 WB  just after Islington Ave - 3 vehicles blocking the centre lanes. ^ag https://t.co/SJdUunNQ3r
OPP GTA Traffic,1151196566620966918,2019-07-16 14:27:04,UPDATE: TRAFFIC HAZARD: #QEW Toronto bound off ramp to Nikola Tesla #HamOnt - Left lane remain blocked. ^ag
OPP GTA Traffic,1151194527480328192,2019-07-16 14:18:58,COLLISION: #QEW Toronto bound approaching Burloak Dr #Oakville - 2 vehicles blocking the left lane. ^ag
OPP GTA Traffic,1151173132784492544,2019-07-16 12:53:57,CLEARED:VEHICLE FIRE: #Hwy401 WB approaching Westney Rd #Ajax - All lanes are OPEN. ^ag
OPP GTA Traffic,1151153636543737856,2019-07-16 11:36:29,COLLISION: #Hwy401 EB Collectors just after Weston Rd  -2 vehicles blocking the right lane. ^ag
OPP GTA Traffic,1151150949223845889,2019-07-16 11:25:48,"RT @OPP_HSD: Rollover:#QEW EB ramp Centennial Pkwy remains closed for clean up of the load of dish detergent. 
Driver was trapped in his tr…"
OPP GTA Traffic,1151470967899734017,2019-07-17 08:37:26,CLEARED: COLLISION: #Hwy400 SB at Canal Rd: All lanes clear. ^sg
OPP GTA Traffic,1151464774699573253,2019-07-17 08:12:50,"COLLISION: Evans Ave on ramp to #Hwy427 NB- Single vehicle, on ramp partially blocked. ^sg"
OPP GTA Traffic,1151458076375113729,2019-07-17 07:46:13,CLEARED: COLLISION: #Hwy401 EB approaching Waverley Rd #PortDarlington: All lanes now clear. ^sg
OPP GTA Traffic,1151448222294007808,2019-07-17 07:07:03,COLLISION: #Hwy401 EB approaching Waverley Rd #PortDarlington: 3 vehicle collision. #OPP to attend. ^sg
OPP GTA Traffic,1151440828063277056,2019-07-17 06:37:40,"COLLISION: #Hwy400 SB at Canal Rd- 2 vehicles, left lane blocked. ^sg"
OPP GTA Traffic,1151406064228847616,2019-07-17 04:19:32,CLEARED Collision: #Hwy401 WB Express at Weston Rd -
OPP GTA Traffic,1151385462654869504,2019-07-17 02:57:40,CLEARED Ramp Closure: #QEW Fort Erie bound on ramp from Bowen Rd #FortErie - Ramp has been reopened. ^jt
OPP GTA Traffic,1151336258876116992,2019-07-16 23:42:09,CLEARED Collision: #Hwy407 EB after #Hwy401 #Milton - Vehicle on right shoulder. ^jt
OPP GTA Traffic,1151335866599714816,2019-07-16 23:40:36,CLEARED Collision: #Hwy401 WB Express after #Hwy400 - Vehicles being removed from highway. ^jt
OPP GTA Traffic,1151333736564383745,2019-07-16 23:32:08,"COLLISION: #Hwy407 EB approaching #Hwy401 #Milton - Emergency services attending, 1 left lane open. ^jt"
OPP GTA Traffic,1151477912127844352,2019-07-17 09:05:02,TRAFFIC HAZARD: #Hwy401 EB east of Harmony Rd- Kayak in middle lane. ^sg
OPP GTA Traffic,1151470967899734017,2019-07-17 08:37:26,CLEARED: COLLISION: #Hwy400 SB at Canal Rd: All lanes clear. ^sg
OPP GTA Traffic,1151464774699573253,2019-07-17 08:12:50,"COLLISION: Evans Ave on ramp to #Hwy427 NB- Single vehicle, on ramp partially blocked. ^sg"
OPP GTA Traffic,1151458076375113729,2019-07-17 07:46:13,CLEARED: COLLISION: #Hwy401 EB approaching Waverley Rd #PortDarlington: All lanes now clear. ^sg
OPP GTA Traffic,1151448222294007808,2019-07-17 07:07:03,COLLISION: #Hwy401 EB approaching Waverley Rd #PortDarlington: 3 vehicle collision. #OPP to attend. ^sg
OPP GTA Traffic,1151440828063277056,2019-07-17 06:37:40,"COLLISION: #Hwy400 SB at Canal Rd- 2 vehicles, left lane blocked. ^sg"
OPP GTA Traffic,1151406064228847616,2019-07-17 04:19:32,CLEARED Collision: #Hwy401 WB Express at Weston Rd -
OPP GTA Traffic,1151385462654869504,2019-07-17 02:57:40,CLEARED Ramp Closure: #QEW Fort Erie bound on ramp from Bowen Rd #FortErie - Ramp has been reopened. ^jt
OPP GTA Traffic,1151336258876116992,2019-07-16 23:42:09,CLEARED Collision: #Hwy407 EB after #Hwy401 #Milton - Vehicle on right shoulder. ^jt
OPP GTA Traffic,1151335866599714816,2019-07-16 23:40:36,CLEARED Collision: #Hwy401 WB Express after #Hwy400 - Vehicles being removed from highway. ^jt
OPP GTA Traffic,1151477912127844352,2019-07-17 09:05:02,TRAFFIC HAZARD: #Hwy401 EB east of Harmony Rd- Kayak in middle lane. ^sg
OPP GTA Traffic,1151470967899734017,2019-07-17 08:37:26,CLEARED: COLLISION: #Hwy400 SB at Canal Rd: All lanes clear. ^sg
OPP GTA Traffic,1151464774699573253,2019-07-17 08:12:50,"COLLISION: Evans Ave on ramp to #Hwy427 NB- Single vehicle, on ramp partially blocked. ^sg"
OPP GTA Traffic,1151458076375113729,2019-07-17 07:46:13,CLEARED: COLLISION: #Hwy401 EB approaching Waverley Rd #PortDarlington: All lanes now clear. ^sg
OPP GTA Traffic,1151448222294007808,2019-07-17 07:07:03,COLLISION: #Hwy401 EB approaching Waverley Rd #PortDarlington: 3 vehicle collision. #OPP to attend. ^sg
OPP GTA Traffic,1151440828063277056,2019-07-17 06:37:40,"COLLISION: #Hwy400 SB at Canal Rd- 2 vehicles, left lane blocked. ^sg"
OPP GTA Traffic,1151406064228847616,2019-07-17 04:19:32,CLEARED Collision: #Hwy401 WB Express at Weston Rd -
OPP GTA Traffic,1151385462654869504,2019-07-17 02:57:40,CLEARED Ramp Closure: #QEW Fort Erie bound on ramp from Bowen Rd #FortErie - Ramp has been reopened. ^jt
OPP GTA Traffic,1151336258876116992,2019-07-16 23:42:09,CLEARED Collision: #Hwy407 EB after #Hwy401 #Milton - Vehicle on right shoulder. ^jt
OPP GTA Traffic,1151335866599714816,2019-07-16 23:40:36,CLEARED Collision: #Hwy401 WB Express after #Hwy400 - Vehicles being removed from highway. ^jt
Gavincko,1149376142975148032,2019-07-11 13:53:21,WHAT TIME IS IT
Gavincko,1149374331794972672,2019-07-11 13:46:09,this is a tweet
Gavincko,1130929878440783874,2019-05-21 16:14:29,is my tweet within 24 hours about the highways
Gavincko,1130929282799276032,2019-05-21 16:12:07,This tweet should be talking about highways
Gavincko,1129019546369744896,2019-05-16 09:43:30,does this actually work
Gavincko,1128368818500308992,2019-05-14 14:37:45,the weather in toronto is soo bad
Gavincko,1128366970418683905,2019-05-14 14:30:24,let's see if this makes the new files that we need
Gavincko,1121061324325257217,2019-04-24 10:40:22,what new contract
Gavincko,1121060028847407104,2019-04-24 10:35:13,new contract
Gavincko,1120756366094864384,2019-04-23 14:28:34,i didnt see it pop up
OPP GTA Traffic,1151807870478016512,2019-07-18 06:56:10,CLEARED: COLLISION: #QEW FE bound at Cawthra Rd: All lanes reopened. ^sg
OPP GTA Traffic,1151806046232612864,2019-07-18 06:48:55,"COLLISION: #QEW FE bound at Cawthra Rd: 2 vehicles, 2 left lanes blocked. #OPP on scene. ^sg https://t.co/YQRRdCvLTa"
OPP GTA Traffic,1151796838560882688,2019-07-18 06:12:20,@Peel_Paramedics CLEARED: COLLISION: #Hwy410 SB approaching #Hwy401 - All lanes now clear. ^sg
OPP GTA Traffic,1151784433084768256,2019-07-18 05:23:02,"COLLISION: #Hwy410 SB approaching #Hwy401 - Single vehicle, right lane blocked. #OPP enroute. @Peel_Paramedics on scene. ^ag"
OPP GTA Traffic,1151722395964760065,2019-07-18 01:16:31,CLEARED:Road Closure:  #Hwy6 S between Concession 11 and Concession 10 #Flamborough - Road is now OPEN. ^ag
OPP GTA Traffic,1151720199357382656,2019-07-18 01:07:48,CLEARED:COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener  ^ag
OPP GTA Traffic,1151720032818401280,2019-07-18 01:07:08,CLEARED:COLLISION: #Hwy404 NB on ramp from #Hwy407 EB ^ag
OPP GTA Traffic,1151692264235778048,2019-07-17 23:16:47,COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener - 2 vehicles on the off ramp. #OPP on scene. ^ag
OPP GTA Traffic,1151685777245507585,2019-07-17 22:51:01,ROAD RESTRICTION: #Hwy401 WB at Guelph Line #Milton #Puslinch - Two right lanes to be closed tonight due to construction. ^ag
OPP GTA Traffic,1151683905826754560,2019-07-17 22:43:35,@bakergirl1974 @OPP_HSD To report information or to follow up with pot holes being repaired please contact The Mini… https://t.co/ntS8PUS0W4
OPP GTA Traffic,1151807870478016512,2019-07-18 06:56:10,CLEARED: COLLISION: #QEW FE bound at Cawthra Rd: All lanes reopened. ^sg
OPP GTA Traffic,1151806046232612864,2019-07-18 06:48:55,"COLLISION: #QEW FE bound at Cawthra Rd: 2 vehicles, 2 left lanes blocked. #OPP on scene. ^sg https://t.co/YQRRdCvLTa"
OPP GTA Traffic,1151796838560882688,2019-07-18 06:12:20,@Peel_Paramedics CLEARED: COLLISION: #Hwy410 SB approaching #Hwy401 - All lanes now clear. ^sg
OPP GTA Traffic,1151784433084768256,2019-07-18 05:23:02,"COLLISION: #Hwy410 SB approaching #Hwy401 - Single vehicle, right lane blocked. #OPP enroute. @Peel_Paramedics on scene. ^ag"
OPP GTA Traffic,1151722395964760065,2019-07-18 01:16:31,CLEARED:Road Closure:  #Hwy6 S between Concession 11 and Concession 10 #Flamborough - Road is now OPEN. ^ag
OPP GTA Traffic,1151720199357382656,2019-07-18 01:07:48,CLEARED:COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener  ^ag
OPP GTA Traffic,1151720032818401280,2019-07-18 01:07:08,CLEARED:COLLISION: #Hwy404 NB on ramp from #Hwy407 EB ^ag
OPP GTA Traffic,1151692264235778048,2019-07-17 23:16:47,COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener - 2 vehicles on the off ramp. #OPP on scene. ^ag
OPP GTA Traffic,1151685777245507585,2019-07-17 22:51:01,ROAD RESTRICTION: #Hwy401 WB at Guelph Line #Milton #Puslinch - Two right lanes to be closed tonight due to construction. ^ag
OPP GTA Traffic,1151683905826754560,2019-07-17 22:43:35,@bakergirl1974 @OPP_HSD To report information or to follow up with pot holes being repaired please contact The Mini… https://t.co/ntS8PUS0W4
Gavincko,1149376142975148032,2019-07-11 13:53:21,WHAT TIME IS IT
Gavincko,1149374331794972672,2019-07-11 13:46:09,this is a tweet
Gavincko,1130929878440783874,2019-05-21 16:14:29,is my tweet within 24 hours about the highways
Gavincko,1130929282799276032,2019-05-21 16:12:07,This tweet should be talking about highways
Gavincko,1129019546369744896,2019-05-16 09:43:30,does this actually work
Gavincko,1128368818500308992,2019-05-14 14:37:45,the weather in toronto is soo bad
Gavincko,1128366970418683905,2019-05-14 14:30:24,let's see if this makes the new files that we need
Gavincko,1121061324325257217,2019-04-24 10:40:22,what new contract
Gavincko,1121060028847407104,2019-04-24 10:35:13,new contract
Gavincko,1120756366094864384,2019-04-23 14:28:34,i didnt see it pop up
Gavincko,1151854298378190848,2019-07-18 10:00:44,This is new tweet that should be displayed on my program
Gavincko,1151854298378190848,2019-07-18 10:00:39,This is new tweet that should be displayed on my program
Gavincko,1149376142975148032,2019-07-11 13:53:21,WHAT TIME IS IT
Gavincko,1149374331794972672,2019-07-11 13:46:09,this is a tweet
Gavincko,1130929878440783874,2019-05-21 16:14:29,is my tweet within 24 hours about the highways
Gavincko,1130929282799276032,2019-05-21 16:12:07,This tweet should be talking about highways
Gavincko,1129019546369744896,2019-05-16 09:43:30,does this actually work
Gavincko,1128368818500308992,2019-05-14 14:37:45,the weather in toronto is soo bad
Gavincko,1128366970418683905,2019-05-14 14:30:24,let's see if this makes the new files that we need
Gavincko,1121061324325257217,2019-04-24 10:40:22,what new contract
Gavincko,1121060028847407104,2019-04-24 10:35:13,new contract
OPP GTA Traffic,1151807870478016512,2019-07-18 06:56:10,CLEARED: COLLISION: #QEW FE bound at Cawthra Rd: All lanes reopened. ^sg
OPP GTA Traffic,1151806046232612864,2019-07-18 06:48:55,"COLLISION: #QEW FE bound at Cawthra Rd: 2 vehicles, 2 left lanes blocked. #OPP on scene. ^sg https://t.co/YQRRdCvLTa"
OPP GTA Traffic,1151796838560882688,2019-07-18 06:12:20,@Peel_Paramedics CLEARED: COLLISION: #Hwy410 SB approaching #Hwy401 - All lanes now clear. ^sg
OPP GTA Traffic,1151784433084768256,2019-07-18 05:23:02,"COLLISION: #Hwy410 SB approaching #Hwy401 - Single vehicle, right lane blocked. #OPP enroute. @Peel_Paramedics on scene. ^ag"
OPP GTA Traffic,1151722395964760065,2019-07-18 01:16:31,CLEARED:Road Closure:  #Hwy6 S between Concession 11 and Concession 10 #Flamborough - Road is now OPEN. ^ag
OPP GTA Traffic,1151720199357382656,2019-07-18 01:07:48,CLEARED:COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener  ^ag
OPP GTA Traffic,1151720032818401280,2019-07-18 01:07:08,CLEARED:COLLISION: #Hwy404 NB on ramp from #Hwy407 EB ^ag
OPP GTA Traffic,1151692264235778048,2019-07-17 23:16:47,COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener - 2 vehicles on the off ramp. #OPP on scene. ^ag
OPP GTA Traffic,1151685777245507585,2019-07-17 22:51:01,ROAD RESTRICTION: #Hwy401 WB at Guelph Line #Milton #Puslinch - Two right lanes to be closed tonight due to construction. ^ag
OPP GTA Traffic,1151683905826754560,2019-07-17 22:43:35,@bakergirl1974 @OPP_HSD To report information or to follow up with pot holes being repaired please contact The Mini… https://t.co/ntS8PUS0W4
Gavincko,1151864292343521283,2019-07-18 10:40:27,That old tweet should go away
OPP GTA Traffic,1151807870478016512,2019-07-18 06:56:10,CLEARED: COLLISION: #QEW FE bound at Cawthra Rd: All lanes reopened. ^sg
OPP GTA Traffic,1151806046232612864,2019-07-18 06:48:55,"COLLISION: #QEW FE bound at Cawthra Rd: 2 vehicles, 2 left lanes blocked. #OPP on scene. ^sg https://t.co/YQRRdCvLTa"
OPP GTA Traffic,1151796838560882688,2019-07-18 06:12:20,@Peel_Paramedics CLEARED: COLLISION: #Hwy410 SB approaching #Hwy401 - All lanes now clear. ^sg
OPP GTA Traffic,1151784433084768256,2019-07-18 05:23:02,"COLLISION: #Hwy410 SB approaching #Hwy401 - Single vehicle, right lane blocked. #OPP enroute. @Peel_Paramedics on scene. ^ag"
OPP GTA Traffic,1151722395964760065,2019-07-18 01:16:31,CLEARED:Road Closure:  #Hwy6 S between Concession 11 and Concession 10 #Flamborough - Road is now OPEN. ^ag
OPP GTA Traffic,1151720199357382656,2019-07-18 01:07:48,CLEARED:COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener  ^ag
OPP GTA Traffic,1151720032818401280,2019-07-18 01:07:08,CLEARED:COLLISION: #Hwy404 NB on ramp from #Hwy407 EB ^ag
OPP GTA Traffic,1151692264235778048,2019-07-17 23:16:47,COLLISION: Hwy 7/8 WB  off ramp to Homer Watson #Kitchener - 2 vehicles on the off ramp. #OPP on scene. ^ag
OPP GTA Traffic,1151685777245507585,2019-07-17 22:51:01,ROAD RESTRICTION: #Hwy401 WB at Guelph Line #Milton #Puslinch - Two right lanes to be closed tonight due to construction. ^ag
OPP GTA Traffic,1151683905826754560,2019-07-17 22:43:35,@bakergirl1974 @OPP_HSD To report information or to follow up with pot holes being repaired please contact The Mini… https://t.co/ntS8PUS0W4
Gavincko,1151864292343521283,2019-07-18 10:40:22,That old tweet should go away
Gavincko,1151854298378190848,2019-07-18 10:00:39,This is new tweet that should be displayed on my program
Gavincko,1149376142975148032,2019-07-11 13:53:21,WHAT TIME IS IT
Gavincko,1149374331794972672,2019-07-11 13:46:09,this is a tweet
Gavincko,1130929878440783874,2019-05-21 16:14:29,is my tweet within 24 hours about the highways
Gavincko,1130929282799276032,2019-05-21 16:12:07,This tweet should be talking about highways
Gavincko,1129019546369744896,2019-05-16 09:43:30,does this actually work
Gavincko,1128368818500308992,2019-05-14 14:37:45,the weather in toronto is soo bad
Gavincko,1128366970418683905,2019-05-14 14:30:24,let's see if this makes the new files that we need
Gavincko,1121061324325257217,2019-04-24 10:40:22,what new contract
OPP GTA Traffic,1151807870478016512,2019-07-18 06:56:10,CLEARED: COLLISION: #QEW FE bound at Cawthra Rd: All lanes reopened. ^sg
OPP GTA Traffic,1151806046232612864,2019-07-18 06:48:55,"COLLISION: #QEW FE bound at Cawthra Rd: 2 vehicles, 2 left lanes blocked. #OPP on scene. ^sg https://t.co/YQRRdCvLTa"
OPP GTA Traffic,1151796838560882688,2019-07-18 06:12:20,@Peel_Paramedics CLEARED: COLLISION: #Hwy410 SB approaching #Hwy401 - All lanes now clear. ^sg
